        1	2021-10-03 12:20:02	1	0	1	0
        2	2021-10-15 14:54:51	1	0	1	0
        2	2021-10-15 14:55:06	1	0	1	0
        2	2021-10-15 14:55:27	1	0	1	0
        2	2021-10-15 23:11:32	1	0	1	0
        2	2021-10-16 15:30:12	1	0	1	0
        4	2021-10-16 15:31:52	1	0	1	0
        5	2021-10-16 15:39:35	1	0	1	0
        4	2021-10-16 21:22:35	1	0	1	0
        3	2021-10-16 23:23:28	1	0	1	0
        5	2021-10-17 00:25:40	1	0	1	0
        3	2021-10-17 15:26:27	1	0	1	0
        5	2021-10-17 15:43:28	1	0	1	0
        3	2021-10-17 23:16:28	1	0	1	0
        5	2021-10-18 00:32:16	1	0	1	0
        3	2021-10-18 15:21:04	1	0	1	0
        4	2021-10-18 15:25:31	1	0	1	0
        5	2021-10-18 15:52:10	1	0	1	0
        6	2021-10-18 18:37:40	1	0	1	0
        4	2021-10-18 22:18:21	1	0	1	0
        3	2021-10-18 23:31:33	1	0	1	0
        5	2021-10-19 00:33:52	1	0	1	0
        6	2021-10-19 00:34:08	1	0	1	0
        5	2021-10-19 11:38:11	1	0	1	0
        3	2021-10-19 15:31:20	1	0	1	0
        4	2021-10-19 15:48:42	1	0	1	0
        5	2021-10-19 19:29:40	1	0	1	0
        3	2021-10-19 23:17:42	1	0	1	0
        3	2021-10-20 15:37:40	1	0	1	0
        5	2021-10-20 16:07:13	1	0	1	0
        2	2021-10-20 16:07:39	1	0	1	0
        2	2021-10-20 16:07:46	1	0	1	0
        6	2021-10-20 19:29:34	1	0	1	0
        5	2021-10-20 23:59:02	1	0	1	0
        6	2021-10-20 23:59:22	1	0	1	0
        3	2021-10-21 15:38:28	1	0	1	0
        5	2021-10-21 16:18:04	1	0	1	0
        6	2021-10-22 17:32:40	1	0	1	0
        5	2021-10-22 17:32:48	1	0	1	0
        5	2021-10-23 00:12:35	1	0	1	0
        6	2021-10-23 00:12:46	1	0	1	0
        5	2021-10-23 16:27:42	1	0	1	0
        5	2021-10-24 16:28:07	1	0	1	0
        5	2021-10-25 00:14:00	1	0	1	0
        5	2021-10-25 15:44:30	1	0	1	0
        5	2021-10-26 00:15:19	1	0	1	0
        3	2021-10-26 15:35:21	1	0	1	0
        5	2021-10-26 15:51:41	1	0	1	0
        5	2021-10-27 00:00:31	1	0	1	0
        3	2021-10-27 15:32:52	1	0	1	0
        5	2021-10-27 15:46:40	1	0	1	0
        3	2021-10-27 23:19:29	1	0	1	0
        5	2021-10-27 23:24:41	1	0	1	0
        3	2021-10-28 15:48:45	1	0	1	0
        5	2021-10-28 16:07:33	1	0	1	0
        3	2021-10-28 23:12:11	1	0	1	0
        5	2021-10-28 23:31:54	1	0	1	0
        5	2021-10-29 16:54:59	1	0	1	0
        3	2021-10-29 16:55:06	1	0	1	0
        3	2021-10-29 23:22:17	1	0	1	0
        5	2021-10-29 23:36:33	1	0	1	0
        3	2021-10-30 15:29:37	1	0	1	0
        3	2021-10-30 15:29:39	1	0	1	0
        5	2021-10-30 15:38:56	1	0	1	0
        5	2021-10-30 23:50:05	1	0	1	0
        7	2021-10-31 12:45:42	1	0	1	0
        3	2021-10-31 15:35:30	1	0	1	0
        5	2021-10-31 15:52:39	1	0	1	0
        8	2021-10-31 15:58:48	1	0	1	0
        7	2021-10-31 18:19:41	1	0	1	0
        8	2021-10-31 23:24:20	1	0	1	0
        5	2021-11-01 00:20:06	1	0	1	0
        3	2021-11-01 15:26:59	1	0	1	0
        8	2021-11-01 15:46:19	1	0	1	0
        5	2021-11-01 15:51:45	1	0	1	0
        7	2021-11-01 18:03:52	1	0	1	0
        8	2021-11-01 23:48:08	1	0	1	0
        3	2021-11-02 00:06:29	1	0	1	0
        5	2021-11-02 00:13:44	1	0	1	0
        7	2021-11-02 12:34:07	1	0	1	0
        3	2021-11-02 15:45:53	1	0	1	0
        8	2021-11-02 15:52:50	1	0	1	0
        5	2021-11-02 15:53:26	1	0	1	0
        7	2021-11-02 18:09:20	1	0	1	0
        8	2021-11-02 23:17:29	1	0	1	0
        3	2021-11-02 23:20:49	1	0	1	0
        5	2021-11-02 23:53:32	1	0	1	0
        7	2021-11-03 12:25:40	1	0	1	0
        8	2021-11-03 15:41:53	1	0	1	0
        5	2021-11-03 15:55:55	1	0	1	0
        3	2021-11-03 15:56:01	1	0	1	0
        7	2021-11-03 17:50:21	1	0	1	0
        8	2021-11-03 23:11:34	1	0	1	0
        3	2021-11-03 23:12:12	1	0	1	0
        5	2021-11-03 23:46:14	1	0	1	0
        7	2021-11-04 12:12:22	1	0	1	0
        3	2021-11-04 15:48:53	1	0	1	0
        5	2021-11-04 15:49:00	1	0	1	0
        8	2021-11-04 15:49:22	1	0	1	0
        7	2021-11-04 18:20:39	1	0	1	0
        8	2021-11-04 23:14:16	1	0	1	0
        3	2021-11-04 23:34:26	1	0	1	0
        7	2021-11-05 17:28:13	1	0	1	0
        5	2021-11-05 23:36:02	1	0	1	0
        8	2021-11-06 14:22:05	1	0	1	0
        7	2021-11-06 15:29:11	1	0	1	0
        5	2021-11-06 16:13:59	1	0	1	0
        7	2021-11-06 23:14:24	1	0	1	0
        5	2021-11-07 00:02:03	1	0	1	0
        8	2021-11-07 11:53:11	1	0	1	0
        3	2021-11-07 15:33:03	1	0	1	0
        7	2021-11-07 15:33:34	1	0	1	0
        5	2021-11-07 15:33:42	1	0	1	0
        8	2021-11-07 18:16:21	1	0	1	0
        7	2021-11-07 23:00:45	1	0	1	0
        3	2021-11-07 23:00:49	1	0	1	0
        8	2021-11-08 11:11:03	1	0	1	0
        3	2021-11-08 15:36:14	1	0	1	0
        7	2021-11-08 15:47:26	1	0	1	0
        5	2021-11-08 15:49:53	1	0	1	0
        8	2021-11-08 16:54:03	1	0	1	0
        3	2021-11-08 23:18:43	1	0	1	0
        7	2021-11-08 23:19:23	1	0	1	0
        5	2021-11-09 00:21:06	1	0	1	0
        8	2021-11-09 11:54:32	1	0	1	0
        3	2021-11-09 15:38:14	1	0	1	0
        3	2021-11-09 16:16:27	1	0	1	0
        8	2021-11-09 18:18:31	1	0	1	0
        2	2021-11-09 23:52:19	1	0	1	0
        3	2021-11-09 23:52:49	1	0	1	0
        8	2021-11-10 12:17:32	1	0	1	0
        7	2021-11-10 15:30:54	1	0	1	0
        3	2021-11-10 15:46:53	1	0	1	0
        5	2021-11-10 15:55:24	1	0	1	0
        8	2021-11-10 18:31:20	1	0	1	0
        7	2021-11-10 23:12:20	1	0	1	0
        8	2021-11-11 11:49:52	1	0	1	0
        7	2021-11-11 15:30:24	1	0	1	0
        3	2021-11-11 16:56:54	1	0	1	0
        8	2021-11-11 18:09:17	1	0	1	0
        7	2021-11-11 23:02:08	1	0	1	0
        3	2021-11-11 23:21:28	1	0	1	0
        5	2021-11-11 23:58:50	1	0	1	0
        8	2021-11-12 17:24:12	1	0	1	0
        5	2021-11-12 17:24:59	1	0	1	0
        3	2021-11-12 17:36:51	1	0	1	0
        5	2021-11-12 21:23:32	1	0	1	0
        8	2021-11-12 23:25:36	1	0	1	0
        3	2021-11-12 23:26:02	1	0	1	0
        7	2021-11-13 11:53:56	1	0	1	0
        8	2021-11-13 15:47:15	1	0	1	0
        3	2021-11-13 15:51:18	1	0	1	0
        7	2021-11-13 18:20:06	1	0	1	0
        8	2021-11-13 23:21:58	1	0	1	0
        3	2021-11-13 23:22:02	1	0	1	0
        7	2021-11-14 11:50:31	1	0	1	0
        3	2021-11-14 15:45:04	1	0	1	0
        8	2021-11-14 15:50:28	1	0	1	0
        7	2021-11-14 18:18:11	1	0	1	0
        3	2021-11-14 23:26:23	1	0	1	0
        8	2021-11-14 23:26:42	1	0	1	0
        7	2021-11-15 11:51:52	1	0	1	0
        3	2021-11-15 15:34:37	1	0	1	0
        8	2021-11-15 15:55:26	1	0	1	0
        7	2021-11-15 18:33:29	1	0	1	0
        3	2021-11-15 23:24:14	1	0	1	0
        8	2021-11-15 23:24:29	1	0	1	0
        7	2021-11-16 12:01:13	1	0	1	0
        3	2021-11-16 15:48:09	1	0	1	0
        8	2021-11-16 16:04:11	1	0	1	0
        7	2021-11-16 18:29:02	1	0	1	0
        3	2021-11-16 23:16:36	1	0	1	0
        8	2021-11-16 23:16:42	1	0	1	0
        7	2021-11-17 12:08:02	1	0	1	0
        3	2021-11-17 15:34:54	1	0	1	0
        8	2021-11-17 15:40:58	1	0	1	0
        5	2021-11-17 21:15:58	1	0	1	0
        8	2021-11-17 23:18:20	1	0	1	0
        5	2021-11-17 23:18:36	1	0	1	0
        3	2021-11-17 23:18:41	1	0	1	0
        7	2021-11-18 11:48:25	1	0	1	0
        3	2021-11-18 15:40:47	1	0	1	0
        5	2021-11-18 15:53:48	1	0	1	0
        8	2021-11-18 16:09:48	1	0	1	0
        7	2021-11-18 18:15:37	1	0	1	0
        8	2021-11-18 23:36:06	1	0	1	0
        3	2021-11-18 23:38:32	1	0	1	0
        5	2021-11-18 23:54:14	1	0	1	0
        5	2021-11-19 17:54:07	1	0	1	0
        7	2021-11-19 17:54:27	1	0	1	0
        7	2021-11-19 23:27:37	1	0	1	0
        5	2021-11-19 23:48:47	1	0	1	0
        8	2021-11-20 11:37:48	1	0	1	0
        5	2021-11-20 12:13:19	1	0	1	0
        3	2021-11-20 15:47:45	1	0	1	0
        7	2021-11-20 15:55:43	1	0	1	0
        5	2021-11-20 18:08:25	1	0	1	0
        8	2021-11-20 18:12:24	1	0	1	0
        8	2021-11-20 18:12:27	1	0	1	0
        3	2021-11-20 23:35:25	1	0	1	0
        7	2021-11-20 23:35:44	1	0	1	0
        8	2021-11-21 12:09:21	1	0	1	0
        3	2021-11-21 15:50:20	1	0	1	0
        5	2021-11-21 15:52:01	1	0	1	0
        7	2021-11-21 15:53:06	1	0	1	0
        8	2021-11-21 18:08:34	1	0	1	0
        3	2021-11-21 23:06:33	1	0	1	0
        7	2021-11-21 23:16:54	1	0	1	0
        5	2021-11-21 23:49:09	1	0	1	0
        8	2021-11-22 10:08:59	1	0	1	0
        3	2021-11-22 15:47:56	1	0	1	0
        7	2021-11-22 15:48:24	1	0	1	0
        8	2021-11-22 16:15:10	1	0	1	0
        5	2021-11-22 18:03:27	1	0	1	0
        7	2021-11-22 23:18:46	1	0	1	0
        3	2021-11-22 23:29:05	1	0	1	0
        8	2021-11-23 12:00:18	1	0	1	0
        3	2021-11-23 15:44:26	1	0	1	0
        7	2021-11-23 15:57:34	1	0	1	0
        5	2021-11-23 15:59:29	1	0	1	0
        8	2021-11-23 18:16:42	1	0	1	0
        8	2021-11-23 18:16:44	1	0	1	0
        3	2021-11-23 23:18:01	1	0	1	0
        7	2021-11-23 23:18:06	1	0	1	0
        5	2021-11-23 23:36:14	1	0	1	0
        8	2021-11-24 11:14:24	1	0	1	0
        7	2021-11-24 15:49:59	1	0	1	0
        5	2021-11-24 16:17:19	1	0	1	0
        3	2021-11-24 17:08:26	1	0	1	0
        8	2021-11-24 18:47:27	1	0	1	0
        3	2021-11-24 23:18:49	1	0	1	0
        7	2021-11-24 23:19:48	1	0	1	0
        5	2021-11-25 00:31:13	1	0	1	0
        8	2021-11-25 11:59:27	1	0	1	0
        8	2021-11-25 11:59:52	1	0	1	0
        3	2021-11-25 15:57:21	1	0	1	0
        3	2021-11-25 15:57:23	1	0	1	0
        5	2021-11-25 16:02:42	1	0	1	0
        7	2021-11-25 16:28:41	1	0	1	0
        8	2021-11-25 19:04:06	1	0	1	0
        8	2021-11-25 19:04:08	1	0	1	0
        3	2021-11-25 23:07:40	1	0	1	0
        5	2021-11-25 23:10:43	1	0	1	0
        5	2021-11-26 17:00:18	1	0	1	0
        3	2021-11-26 17:06:32	1	0	1	0
        3	2021-11-26 23:33:07	1	0	1	0
        5	2021-11-27 00:21:09	1	0	1	0
        8	2021-11-27 14:02:53	1	0	1	0
        3	2021-11-27 15:46:28	1	0	1	0
        8	2021-11-27 16:09:52	1	0	1	0
        5	2021-11-27 18:48:58	1	0	1	0
        3	2021-11-27 23:25:35	1	0	1	0
        8	2021-11-27 23:25:52	1	0	1	0
        8	2021-11-27 23:26:08	1	0	1	0
        5	2021-11-27 23:43:01	1	0	1	0
        8	2021-11-28 11:51:37	1	0	1	0
        3	2021-11-28 15:31:11	1	0	1	0
        5	2021-11-28 16:55:48	1	0	1	0
        7	2021-11-28 20:10:48	1	0	1	0
        8	2021-11-28 20:14:10	1	0	1	0
        8	2021-11-28 20:14:13	1	0	1	0
        3	2021-11-28 23:16:17	1	0	1	0
        7	2021-11-28 23:21:33	1	0	1	0
        7	2021-11-29 11:48:27	1	0	1	0
        8	2021-11-29 15:15:07	1	0	1	0
        3	2021-11-29 15:37:29	1	0	1	0
        5	2021-11-29 17:45:05	1	0	1	0
        7	2021-11-29 18:27:48	1	0	1	0
        3	2021-11-29 23:13:39	1	0	1	0
        8	2021-11-29 23:21:00	1	0	1	0
        5	2021-11-29 23:55:30	1	0	1	0
        5	2021-11-29 23:59:59	1	0	1	0
        8	2021-11-30 11:39:11	1	0	1	0
        3	2021-11-30 15:31:33	1	0	1	0
        5	2021-11-30 16:29:06	1	0	1	0
        7	2021-11-30 17:47:33	1	0	1	0
        8	2021-11-30 18:24:22	1	0	1	0
        3	2021-11-30 23:17:24	1	0	1	0
        7	2021-11-30 23:17:29	1	0	1	0
        7	2021-12-01 12:16:00	1	0	1	0
        8	2021-12-01 15:19:13	1	0	1	0
        3	2021-12-01 15:32:56	1	0	1	0
        5	2021-12-01 16:16:22	1	0	1	0
        7	2021-12-01 18:45:14	1	0	1	0
        3	2021-12-01 23:17:26	1	0	1	0
        8	2021-12-01 23:23:30	1	0	1	0
        8	2021-12-01 23:23:36	1	0	1	0
        7	2021-12-02 09:57:24	1	0	1	0
        3	2021-12-02 14:05:12	1	0	1	0
        7	2021-12-02 14:11:27	1	0	1	0
        8	2021-12-02 15:45:20	1	0	1	0
        5	2021-12-02 16:04:02	1	0	1	0
        3	2021-12-02 22:23:24	1	0	1	0
        8	2021-12-02 23:21:12	1	0	1	0
        5	2021-12-03 17:15:23	1	0	1	0
        8	2021-12-03 17:15:39	1	0	1	0
        8	2021-12-03 23:40:13	1	0	1	0
        5	2021-12-04 00:46:59	1	0	1	0
        7	2021-12-04 12:12:52	1	0	1	0
        8	2021-12-04 15:34:21	1	0	1	0
        3	2021-12-04 15:35:49	1	0	1	0
